	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000140105.18|WARS1|protein_coding	23.118902482755566	0.8705859947725493	0.06957714243623571	12.512528745635132	6.376156419152963e-36	7.594184471108869e-34
ENSG00000117632.23|STMN1|protein_coding	36.3642367333886	0.9592468317250007	0.0766709116947449	12.511222450883528	6.481894199305456e-36	7.6762568634161145e-34
ENSG00000141568.21|FOXK2|protein_coding	8.269037292454145	0.565831832652418	0.04523566883274243	12.508532475656871	6.705153479598917e-36	7.895791750015831e-34
ENSG00000152049.6|KCNE4|protein_coding	20.19574412051066	-1.9484423426890949	0.1560338190689371	-12.48730790744958	8.756677348682029e-36	1.025367561677413e-33
ENSG00000119787.14|ATL2|protein_coding	13.374232412194612	0.7487480100085043	0.05997766351256907	12.483780897060033	9.153461868935899e-36	1.0650252728174846e-33
ENSG00000181192.12|DHTKD1|protein_coding	16.95380417611897	0.7247689821111428	0.05805862781022399	12.483398410313665	9.197550693621226e-36	1.0650252728174846e-33
ENSG00000111328.7|CDK2AP1|protein_coding	30.028160234507872	0.800123896092984	0.06410936067327831	12.480609503667798	9.52546765424976e-36	1.0969023332460098e-33
ENSG00000102225.16|CDK16|protein_coding	21.52155033548511	0.541988626724386	0.043440858339226965	12.476471401463352	1.0033545027320495e-35	1.1490614231013246e-33
ENSG00000167088.11|SNRPD1|protein_coding	12.263832707447666	0.5529274085092541	0.04432161285254282	12.475344937216825	1.0176455960110305e-35	1.1590049588552838e-33
ENSG00000070761.8|CFAP20|protein_coding	10.12050175230207	0.49295033932981946	0.03951532778289216	12.474914596133969	1.0231584341475422e-35	1.1590049588552838e-33
ENSG00000101447.15|FAM83D|protein_coding	8.716478142651166	1.1988355530472155	0.09615680086854803	12.46750663726941	1.1228467069217884e-35	1.2650537249930181e-33
ENSG00000162385.11|MAGOH|protein_coding	22.414105834336556	0.6204125120673082	0.04981200188068757	12.455080876961222	1.312183985075362e-35	1.4704220860712779e-33
ENSG00000175348.11|TMEM9B|protein_coding	28.230923875699748	-0.47159633493310565	0.0378903999066181	-12.446327726689805	1.4642893402024918e-35	1.6320953325048413e-33
ENSG00000178882.15|RFLNA|protein_coding	2.2687718138695123	1.8076791619934605	0.1452773492292598	12.442952542731158	1.5275128185231923e-35	1.693507961514835e-33
ENSG00000144354.14|CDCA7|protein_coding	3.011373873006032	1.7546437298443611	0.1410523991808547	12.439658878787242	1.5918226889597983e-35	1.755468799258681e-33
ENSG00000118193.12|KIF14|protein_coding	1.902943804904458	1.1310487653899766	0.09095841326464552	12.4347899748335	1.691848856806764e-35	1.85595819591702e-33
ENSG00000173546.7|CSPG4|protein_coding	4.986567727823297	1.2522370970066274	0.10071532548787566	12.433431465774039	1.7208557016253283e-35	1.8778950465432835e-33
ENSG00000143401.15|ANP32E|protein_coding	25.265471973287564	0.9628729694283404	0.07745063565049859	12.432086080911875	1.750069269115431e-35	1.89982780084234e-33
ENSG00000148468.17|FAM171A1|protein_coding	6.83579350428599	1.3438282656081422	0.10816462228247017	12.42391677843386	1.9383411970549122e-35	2.0933080606329292e-33
ENSG00000112941.14|TENT4A|protein_coding	5.9998465702559995	0.5518680718749722	0.044426249607480935	12.422117031054613	1.9824508831812666e-35	2.1299084411416048e-33
ENSG00000131844.16|MCCC2|protein_coding	40.17571070974712	-0.9379654953142502	0.07556540299016953	-12.412631418590754	2.2319476624145457e-35	2.385665903984942e-33
ENSG00000131828.14|PDHA1|protein_coding	14.75249425706688	0.5699611634970163	0.045955534647184396	12.402448755580664	2.5345769695789506e-35	2.6953157029047992e-33
ENSG00000092758.18|COL9A3|protein_coding	2.922384506471743	2.7858766379259463	0.22480002334274857	12.392688383658973	2.862825236860945e-35	3.028927229030085e-33
ENSG00000122863.6|CHST3|protein_coding	4.564506181021995	1.1603305919235396	0.09369134837563262	12.384607672327192	3.1662948991157564e-35	3.3330850799126114e-33
ENSG00000129173.13|E2F8|protein_coding	1.745563677048719	1.223619959055197	0.09882843555724863	12.381253959508314	3.3014385823679523e-35	3.457883636798755e-33
ENSG00000141562.18|NARF|protein_coding	6.0604854039102705	0.6587394995243441	0.05320864866874066	12.380308765694032	3.3405515364490137e-35	3.4813557837103396e-33
ENSG00000167740.10|CYB5D2|protein_coding	12.407740041715396	-0.873126571327402	0.07052894864644924	-12.379690723935944	3.3663752507996605e-35	3.490813898130215e-33
ENSG00000196230.13|TUBB|protein_coding	235.30113056805456	0.578449970423502	0.046740722916227315	12.375717240408306	3.5372024079772585e-35	3.649797514330198e-33
ENSG00000085760.15|MTIF2|protein_coding	13.984327077197182	0.40600557909002377	0.03281879912949503	12.37112843428622	3.7452244155416884e-35	3.845404556312089e-33
ENSG00000165609.13|NUDT5|protein_coding	12.20071608782508	0.5932281373026105	0.04796125363187786	12.36890390430321	3.8503981799689715e-35	3.934012218877121e-33
ENSG00000143870.13|PDIA6|protein_coding	43.75228587393804	0.6720156019725297	0.05433644832960584	12.367676258412612	3.9096914081008157e-35	3.975107220441234e-33
ENSG00000115946.8|PNO1|protein_coding	11.325533792436335	0.4244244150705576	0.03432476316006084	12.364962668246573	4.0439915987350613e-35	4.0916949947783926e-33
ENSG00000066697.15|MSANTD3|protein_coding	4.842252622358725	0.624361816162406	0.050503096564370825	12.362842253971492	4.152116256601702e-35	4.180799958277743e-33
ENSG00000171119.2|NRTN|protein_coding	1.4778616934988744	2.042476293804695	0.1656680765992665	12.328725821723813	6.344196980454625e-35	6.350548671951721e-33
ENSG00000143409.15|MINDY1|protein_coding	18.78289500536014	-0.7986705222766999	0.06478285072604709	-12.328425089752656	6.367915714810295e-35	6.350548671951721e-33
ENSG00000141401.12|IMPA2|protein_coding	8.110238440132115	1.1659155233564007	0.0945878430821559	12.326272440145662	6.540287161536057e-35	6.49139072894743e-33
ENSG00000164687.11|FABP5|protein_coding	5.3424200161619275	1.4589603886089495	0.11836684958002786	12.325751625437544	6.582682624231316e-35	6.50250492591722e-33
ENSG00000087586.18|AURKA|protein_coding	9.999654656062544	1.0382657825052333	0.08425290381660785	12.323204726156526	6.793970846386407e-35	6.679562941095843e-33
ENSG00000229891.2|LINC01315|lncRNA	1.7512579317740846	1.556838684736871	0.12638962528310846	12.317772770111512	7.267375291612366e-35	7.111450854604533e-33
ENSG00000106462.11|EZH2|protein_coding	6.479284554308348	0.856541669041118	0.06957437195720088	12.311166381322492	7.887498109912271e-35	7.682202014247732e-33
ENSG00000100219.16|XBP1|protein_coding	694.4065950981849	-1.0886193178010206	0.08850433320130391	-12.300181001589449	9.037140212366197e-35	8.760982020760402e-33
ENSG00000203780.12|FANK1|protein_coding	2.77495517921757	-1.338961977442817	0.10886171180620367	-12.299659404827713	9.095686028321955e-35	8.776915920755301e-33
ENSG00000073008.15|PVR|protein_coding	4.275837444036433	0.8120140407708862	0.06603548436407543	12.296631857714326	9.443026003799277e-35	9.070091751022503e-33
ENSG00000145220.14|LYAR|protein_coding	7.115029973925471	0.6063529981957122	0.04932605453145664	12.29275286570961	9.907370271845606e-35	9.472445806242108e-33
ENSG00000047346.12|FAM214A|protein_coding	9.129840133057648	-0.9954848436746162	0.0810745834337266	-12.278630385913273	1.179785977516135e-34	1.1228437958615892e-32
ENSG00000164403.15|SHROOM1|protein_coding	15.717314522729849	-1.9403850712715842	0.15805246468382464	-12.276841586451809	1.206157006042734e-34	1.1427241125885775e-32
ENSG00000234918.1|AL157387.1|lncRNA	38.0749608059606	-2.4046962852072085	0.19593326905623387	-12.273037125293143	1.264206636666913e-34	1.1923013089614691e-32
ENSG00000149554.13|CHEK1|protein_coding	3.7034524326686524	0.9288486153230132	0.07568952549105172	12.271825055011409	1.2832774374463592e-34	1.2048356589502012e-32
ENSG00000101057.16|MYBL2|protein_coding	23.809118132291932	1.3820152670383374	0.11266406649488299	12.266690791789467	1.3672808482308208e-34	1.2779477452769056e-32
ENSG00000134755.17|DSC2|protein_coding	8.280886848333104	1.3611240521779626	0.11097606881167157	12.265023141951577	1.395724099361188e-34	1.2987088126332696e-32
ENSG00000116667.15|C1orf21|protein_coding	12.602852813357947	-1.0193548757697115	0.083120100285902	-12.263638665780151	1.4197835850687787e-34	1.3152244117150468e-32
ENSG00000113739.10|STC2|protein_coding	97.89264353288269	-1.8653472284073815	0.15230883237768023	-12.2471376038251	1.7403051082877654e-34	1.605007936816013e-32
ENSG00000088305.18|DNMT3B|protein_coding	2.28750551398502	1.0527970136272826	0.08600628065092815	12.240931774508972	1.8786344101876633e-34	1.7249505291427956e-32
ENSG00000171206.15|TRIM8|protein_coding	24.81643290689286	-0.5227898966606237	0.042722720230031985	-12.236812025212009	1.97644243714498e-34	1.8067977946233694e-32
ENSG00000104356.11|POP1|protein_coding	3.132886382358456	0.852355849554554	0.06970824560268789	12.227475274771338	2.2172337736117228e-34	2.0180700237287835e-32
ENSG00000175166.17|PSMD2|protein_coding	56.44050803570846	0.4802811227592	0.039300865565896306	12.220624554792717	2.412243149176191e-34	2.1860166938382326e-32
ENSG00000132780.17|NASP|protein_coding	13.761400677683492	0.6300322721803309	0.05160232679680944	12.209377198457755	2.7700140257343943e-34	2.4993680665966224e-32
ENSG00000100410.8|PHF5A|protein_coding	22.440016903223924	0.46270303423914033	0.037925979323617305	12.200160483423705	3.102119595433284e-34	2.7869602899834455e-32
ENSG00000132603.15|NIP7|protein_coding	6.04716198300179	0.5703515747264885	0.04676791962775752	12.195359110820393	3.290501924307073e-34	2.9435163780400135e-32
ENSG00000109436.8|TBC1D9|protein_coding	85.75788974638564	-1.337997287496039	0.10976541393376597	-12.18960726830954	3.5311901482928236e-34	3.1453246265327916e-32
ENSG00000119636.16|BBOF1|protein_coding	2.6890240422671305	-1.1406677856391327	0.09360371499241826	-12.18613797253159	3.6847373347254517e-34	3.268126819901387e-32
ENSG00000183323.13|CCDC125|protein_coding	5.325874185396541	-0.791485309028885	0.06506147088567861	-12.16519236737864	4.763219194098531e-34	4.2067702399404956e-32
ENSG00000235584.3|AC008268.1|lncRNA	5.81921226859471	-2.1934861789239863	0.18036202636272608	-12.161574269035249	4.978982856912931e-34	4.3787738264403467e-32
ENSG00000159147.18|DONSON|protein_coding	4.79045091294405	0.7440913156205312	0.06119200948893313	12.159942479991669	5.079444196173333e-34	4.448355268102554e-32
ENSG00000176619.13|LMNB2|protein_coding	15.405510431522082	0.7020445953675801	0.05776558533535378	12.153336476933674	5.50713725120049e-34	4.802730616182921e-32
ENSG00000097046.13|CDC7|protein_coding	4.029017249450454	0.9292715925284051	0.0764726863524996	12.151679728431963	5.619895816156781e-34	4.8806453540064907e-32
ENSG00000100297.16|MCM5|protein_coding	8.417337195865462	0.6767005984948717	0.055821474034211546	12.122585621442733	8.018872179464732e-34	6.935159868737901e-32
ENSG00000138035.15|PNPT1|protein_coding	8.425661506507781	0.5376232775863296	0.04435250479782644	12.121598995073592	8.11600534721653e-34	6.990161134381576e-32
ENSG00000183765.23|CHEK2|protein_coding	3.262773498166169	0.7382723425963656	0.06091871325663598	12.118974665242858	8.380096102811919e-34	7.187915352712297e-32
ENSG00000112312.10|GMNN|protein_coding	7.8878513183358585	0.7597031002286609	0.06272763775565132	12.111138365962411	9.220551824472797e-34	7.876391872028136e-32
ENSG00000177465.4|ACOT4|protein_coding	6.469068391128532	-0.9932065944778192	0.08201317013234835	-12.110330485640747	9.311821651947663e-34	7.921889742512046e-32
ENSG00000197892.13|KIF13B|protein_coding	6.86580407859297	-1.144576531076562	0.09456097133852064	-12.104111398973162	1.0045125394601786e-33	8.476540429137046e-32
ENSG00000126787.13|DLGAP5|protein_coding	5.62169115318661	0.9944294680314072	0.08215601782548689	12.104158579639797	1.0039351834874128e-33	8.476540429137046e-32
ENSG00000165138.18|ANKS6|protein_coding	1.3503300815566437	1.245471319477643	0.10296018266970183	12.096630825463256	1.1003520176178765e-33	9.247837541616694e-32
ENSG00000111199.12|TRPV4|protein_coding	2.467983894600396	1.308173255156808	0.1082216841599543	12.087903319110206	1.223698309839623e-33	1.0243190310035044e-31
ENSG00000196821.10|ILRUN|protein_coding	36.43942056306356	0.4146370740220823	0.03434758178392034	12.071798143768964	1.4884589734331774e-33	1.2409580153307087e-31
ENSG00000121621.7|KIF18A|protein_coding	2.200914696529271	0.9497130935408084	0.07874836679663431	12.060098922348685	1.7157670917785484e-33	1.4247702587227204e-31
ENSG00000176407.18|KCMF1|protein_coding	9.321514639956701	0.45666982029080766	0.03788259703623698	12.05487099667363	1.828185077322988e-33	1.5120976812159937e-31
ENSG00000134684.11|YARS1|protein_coding	10.645481474334721	0.5193617732730881	0.043091347538101205	12.05257674557219	1.8798007444935797e-33	1.5486437516790389e-31
ENSG00000148773.14|MKI67|protein_coding	8.91548415049116	1.0195911650667941	0.08465092842122361	12.044654253445414	2.0694225925342898e-33	1.6981486258343387e-31
ENSG00000090889.12|KIF4A|protein_coding	6.690941415356593	0.9608901693835427	0.07980641180222085	12.040262776941477	2.1825929644611032e-33	1.7839915748338342e-31
ENSG00000148154.10|UGCG|protein_coding	40.36947521981824	-1.1529608257296673	0.09585595944114829	-12.028055766710455	2.530496488371383e-33	2.06027884012206e-31
ENSG00000014641.21|MDH1|protein_coding	29.828833776105093	0.4569861321161816	0.03799688826063822	12.026935705405728	2.5650524748552017e-33	2.080287499354357e-31
ENSG00000164109.14|MAD2L1|protein_coding	5.047618214294577	0.8665413120964199	0.07206025010901786	12.025233201181718	2.6184775743409606e-33	2.115384809379405e-31
ENSG00000110169.11|HPX|protein_coding	7.472826684081603	-2.130530033821267	0.17723578865090592	-12.020879360983265	2.7601825397142645e-33	2.2212542345661934e-31
ENSG00000144749.14|LRIG1|protein_coding	21.84849363344437	-0.8529327298783038	0.07101602202673683	-12.01042673943611	3.132245478899191e-33	2.5109766352575323e-31
ENSG00000248360.7|LINC00504|lncRNA	3.1004725259764023	-1.5642950454892444	0.13025837339867563	-12.0091707325523	3.18017975575205e-33	2.5396355037984665e-31
ENSG00000144043.12|TEX261|protein_coding	26.45892740350331	0.36683741174106477	0.03055875895365923	12.00432950491722	3.371854643535628e-33	2.6824261960004993e-31
ENSG00000174132.9|FAM174A|protein_coding	18.560466849241227	-0.7373523886627033	0.06143606506572755	-12.001946867427865	3.470358476788075e-33	2.750292081052998e-31
ENSG00000175063.17|UBE2C|protein_coding	35.00859175578337	1.214203593973464	0.10117554227021977	12.000959586957956	3.512007654564973e-33	2.7727566493976414e-31
ENSG00000101412.13|E2F1|protein_coding	9.638864537884018	0.9662816285322292	0.08056170225689528	11.994305004268018	3.8059829826588775e-33	2.9935133323607165e-31
ENSG00000158164.7|TMSB15A|protein_coding	5.3641570791391695	1.9249580372179154	0.16053097476815936	11.991193849024846	3.951682883204714e-33	3.0964258020539797e-31
ENSG00000115255.12|REEP6|protein_coding	39.24683842835417	-1.4516415067439825	0.12113594819005412	-11.98357323679388	4.332392373261861e-33	3.3820245032171145e-31
ENSG00000118402.6|ELOVL4|protein_coding	1.0230966000248785	1.6598267990602782	0.13855522694901393	11.979532173629707	4.548833573219054e-33	3.5377364987539085e-31
ENSG00000157303.11|SUSD3|protein_coding	52.08646019670132	-1.635153537498757	0.1365315739180854	-11.976376530162884	4.725289833452046e-33	3.661309144930892e-31
ENSG00000141384.13|TAF4B|protein_coding	2.1294534216196004	1.09518413433664	0.09148402996520397	11.971314936095341	5.022624800763192e-33	3.877280323048415e-31
ENSG00000187097.13|ENTPD5|protein_coding	5.871031286975122	-1.3199951479948295	0.11031387608840904	-11.965812414541064	5.366969913881103e-33	4.127813797602355e-31
ENSG00000128928.10|IVD|protein_coding	15.456673939818069	-0.6865925064351263	0.05738847579922438	-11.963943925557363	5.4891520264543156e-33	4.206264547330415e-31
ENSG00000138613.14|APH1B|protein_coding	5.3808047947694195	-0.8961624072669281	0.07495883972359481	-11.955393260774324	6.0844856577419146e-33	4.645382218473067e-31
ENSG00000174013.8|FBXO45|protein_coding	6.535063684336941	0.5528855351349508	0.04626196890852398	11.951189025875616	6.400291927407499e-33	4.8686600234654926e-31
ENSG00000115484.15|CCT4|protein_coding	55.159787861269294	0.44738245336787225	0.03747152784442894	11.939263731793275	7.387421415544451e-33	5.595793340169374e-31
ENSG00000160345.13|C9orf116|protein_coding	5.5984591354231625	-1.1522528205639535	0.09651157756222092	-11.939011356654047	7.409868837915593e-33	5.595793340169374e-31
ENSG00000136457.10|CHAD|protein_coding	14.656345547550293	-2.2270309709873173	0.18665396195466724	-11.931335116948643	8.125964442149773e-33	6.114421547571398e-31
ENSG00000004838.14|ZMYND10|protein_coding	4.797883720263435	-1.588667749287402	0.1332248986556823	-11.924706007045195	8.799411016081658e-33	6.597342583028418e-31
ENSG00000165943.5|MOAP1|protein_coding	18.30557777848115	-0.5669077074263107	0.04761079880244961	-11.90712446935763	1.0866017758241775e-32	8.117577352510156e-31
ENSG00000151287.17|TEX30|protein_coding	2.231898993126166	0.8909394521849695	0.07484285460768197	11.904135095530178	1.1262496651203181e-32	8.383722060750997e-31
